Feature	Gain	Cover	Frequency
rf_015_014_delta2	0.000380264459311321	0.000170142174377771	0.000276655784872462
rf_020_007	0.000367909756403845	8.73527093282217e-05	0.00058097714823217
ctarjeta_master_transacciones_lag1	0.000362043486437647	0.00123201418909745	0.000746970619155647
Visa_fechaalta_delta2	0.000345373062830472	0.000263043742604502	0.000497980412770431
rf_011_005_lag1	0.000345286095681097	0.00019285120627578	0.000608642726719416
rf_014_005_delta1	0.000343895207949806	0.00133325010109075	0.000553311569744923
mpayroll_sobre_edad	0.000343060804222043	0.000664059352209831	0.000857632933104631
mpayroll_lag2	0.000338680458305243	0.000390112803648517	0.00102362640402811
cprestamos_personales_delta1	0.000337418043099786	0.00127498107427662	0.000248990206385216
rf_011_013_lag1	0.000336920611195963	0.000257257432536912	0.000553311569744923
rf_002_010_delta2	0.000336302342957058	0.00113357890308927	0.0003596525203342
mpayroll_lag1	0.000336223461673107	0.000399971593533988	0.000636308305206662
rf_018_001	0.000336100022383659	0.000494071713360116	0.000414983677308693
rf_014_005_lag2	0.00033373436410732	0.000143951887232667	0.000248990206385216
mpayroll_sobre_edad_lag1	0.000332145927244221	0.000410461263296823	0.000774636197642893
entrenamiento_delta2	0.000329775063595169	0.000297369375977712	0.000497980412770431
rf_018_015_delta2	0.000327100318085954	0.000319970257039602	0.000221324627897969
rf_016_010_delta2	0.000319255202474377	0.000517493098765366	0.000248990206385216
rf_010_000_lag1	0.000311590352456252	0.00282372075499489	0.000442649255795939
rf_019_002	0.000301268778591737	4.00701251175008e-05	0.000165993470923477
ctarjeta_master_transacciones_delta1	0.000296663608424303	0.00130868520084493	0.000553311569744923
rf_017_015	0.00029124222076425	0.000346535707418445	0.000165993470923477
Visa_status_delta1	0.000279228067755976	0.00121884862731383	0.000331986941846954
rf_016_010_delta1	0.000277983061351018	0.00166532219635694	0.000525645991257677
mtarjeta_master_consumo_lag2	0.000276063929795965	0.000512357856731217	0.000553311569744923
rf_005_009_lag2	0.000272399442694544	8.37286949774498e-05	0.0003596525203342
rf_005_001	0.000269164663234576	0.000291339125690875	0.000553311569744923
rf_008_012_lag2	0.000265943613744111	0.000174976757087508	0.000248990206385216
rf_004_013_delta2	0.000264220587567667	0.000986704059259075	0.000497980412770431
rf_020_007_lag1	0.000261433999116998	9.2916228673405e-05	0.000497980412770431
rf_020_007_lag2	0.000259069721018789	0.000149901865565584	0.000387318098821446
entrenamiento_lag1	0.000258446218217612	0.000265225745807012	0.000442649255795939
rf_012_002_delta2	0.000258365546408922	0.000126339643738187	0.000110662313948985
Master_mconsumototal_delta1	0.00025684071125209	0.000350145061322543	0.000608642726719416
rf_004_011_lag2	0.000253860760825025	0.000137665199296631	0.000414983677308693
rf_016_010	0.000251375451529181	8.00941058782573e-05	0.0003596525203342
internet_delta2	0.000249832547889438	0.00151506655738965	0.00094062966856637
Master_cconsumos_delta2	0.000249195725983333	0.000945579102986621	0.00058097714823217
rf_003_011_lag1	0.000246961690699063	0.000609556137509383	0.000304321363359708
rf_004_002_delta2	0.000246146859630336	0.00151605818038927	0.000414983677308693
rf_009_006	0.000245563080937777	0.000145161253915676	0.000110662313948985
ctarjeta_master_delta2	0.000241004907830183	0.000900404498739467	0.000248990206385216
rf_015_014_delta1	0.000238541244896259	0.000680331486677194	0.000387318098821446
rf_007_003	0.000238428921156426	6.96224612547755e-05	0.000221324627897969
rf_011_012_delta2	0.000238425279561025	0.00227334427433977	0.000470314834283185
rf_012_007	0.000238328255449195	0.000158709669659164	0.000442649255795939
rf_017_015_lag2	0.000233134008799292	0.000235406637607309	0.0003596525203342
rf_007_011	0.000230783052088201	0.000690619995884846	0.000304321363359708
rf_004_011_delta2	0.000229138326949455	0.000385895642045427	0.000331986941846954
rf_002_010	0.000224671505264228	0.00023096091723722	0.000304321363359708
rf_007_004	0.000221029385557607	0.000160318713765432	0.000331986941846954
mtarjeta_master_consumo_lag1	0.000219174486825974	0.000634476012832869	0.000387318098821446
rf_006_004_lag2	0.000217563060535664	8.17230978054098e-05	0.000304321363359708
rf_005_009	0.00021731435542955	5.92815589754027e-05	0.000387318098821446
rf_018_010_lag1	0.000216343482382818	0.000645959468612047	0.000248990206385216
rf_001_008	0.00021574657485346	5.05105261661037e-05	0.000165993470923477
rf_013_006	0.000214592507847046	0.000180360025039159	0.000470314834283185
rf_016_002_delta2	0.000213947063779166	6.10038009568094e-05	5.53311569744923e-05
rf_002_013	0.000211695541253952	0.000180895251510355	0.000165993470923477
rf_013_006_lag1	0.000208963259153311	0.000157054000525769	0.000414983677308693
Master_cconsumos_delta1	0.000208405650693717	0.000723562740566875	0.000414983677308693
cliente_edad_delta2	0.000207333829215681	0.000205671166054205	0.000414983677308693
Master_cconsumos_lag1	0.000206511467974374	0.000236808993448993	0.000387318098821446
rf_008_011_lag2	0.000200637214589775	0.000147440592870694	0.000276655784872462
rf_016_000	0.000199920622216578	0.000884913213308888	0.000248990206385216
rf_005_010_delta2	0.00019982700226505	0.00075295116810363	0.000304321363359708
rf_002_003_lag1	0.0001993233251212	0.00016613266238003	0.000387318098821446
rf_007_014_delta1	0.000199257812742939	0.00155874026836666	0.000414983677308693
Visa_fechaalta_delta1	0.000196451842304941	3.97146693694544e-05	0.000165993470923477
rf_001_009_delta1	0.000196120378594293	0.00128377229524199	0.000248990206385216
rf_017_013	0.000195722669566945	0.000632752569175505	0.000276655784872462
rf_009_003_delta2	0.0001955810564676	0.000124323231482535	0.000110662313948985
rf_009_013	0.000194469569643052	7.69336981116514e-05	0.000110662313948985
rf_008_011_delta2	0.000192746406615028	0.000846661704584536	0.000442649255795939
rf_017_005	0.000191304400141975	8.52230991974312e-05	0.000387318098821446
rf_012_001_delta2	0.000191267927623386	0.000141281522921279	0.000331986941846954
Master_Fvencimiento_delta2	0.000190346870369916	0.000105019749246336	0.000304321363359708
rf_014_006_delta2	0.000189538079499227	0.0017175677022696	0.000442649255795939
rf_005_001_lag1	0.000188443657129139	9.70444662556855e-05	0.000276655784872462
rf_002_013_lag1	0.000188120301934933	0.000508849443607497	0.000276655784872462
rf_002_003_lag2	0.000186406757148698	0.000205799985716783	0.000304321363359708
rf_017_001_lag1	0.000186337714963546	0.000855112130248538	0.000165993470923477
rf_012_007_lag1	0.000184252033926464	0.000127224557912837	0.000331986941846954
rf_001_010	0.000182910537315281	0.00112020208667242	0.000276655784872462
rf_020_005_lag2	0.000181857346966867	0.000786753351430022	0.000304321363359708
rf_001_003	0.000181053701216243	0.000170404380071563	0.000248990206385216
rf_009_004	0.000180995808934102	6.97582506379034e-05	0.000304321363359708
rf_010_006_lag2	0.000179612831086776	0.000118618154709631	0.000248990206385216
rf_012_007_lag2	0.000179186422900134	0.000112872461289384	0.000331986941846954
rf_017_015_lag1	0.000179153510268681	0.000438964295988546	0.000276655784872462
rf_019_006_delta2	0.000178851133127645	0.00155891859707866	0.000331986941846954
rf_004_011	0.000178709393919774	2.2987340049624e-05	0.000138327892436231
rf_004_001_lag2	0.000178055040646401	0.000337821393714311	0.000276655784872462
rf_014_006	0.000177981825023542	0.000128578846716245	0.0003596525203342
rf_015_011_lag2	0.000177504302452432	0.000299300949910808	0.000276655784872462
rf_007_007_delta2	0.000175248521428444	0.0017393737948536	0.0003596525203342
rf_011_001	0.000174855741566084	0.000287323364978159	0.000331986941846954
entrenamiento	0.000173678392985687	0.000185310449311139	0.000248990206385216
rf_015_004	0.00017305585601568	0.000116503445360706	0.000248990206385216
rf_018_001_lag1	0.000171584192001175	0.000171580820833353	0.000165993470923477
rf_014_002	0.000171192446259522	0.000676168640827355	0.000193659049410723
rf_002_004	0.00017118127233584	0.0019479299445451	0.000414983677308693
rf_014_005_lag1	0.000170980827838482	9.29837628621819e-05	0.000304321363359708
rf_009_005_lag1	0.00017031250315706	0.000216835937369618	0.000276655784872462
rf_004_001_lag1	0.000169183332652856	0.000234114835953659	0.000221324627897969
internet_delta1	0.00016895124615598	0.000272076981107593	0.000304321363359708
